user_id,age,subscription_plan,monthly_watch_time_mins,country,favorite_genre,last_login_date,customer_support_tickets
10105,14,Basic,565.4,Chile,Acción,2021-01-01,0
10106,20,Standard,935.7,México,Documental,2018-09-29,0
10107,23,Basic,426.9,Uruguay,Comedia,2020-05-14,0
10108,26,Standard,1093.3,Argentina,Drama,2024-05-12,1
10109,13,Premium,819.6,Colombia,Thriller,2021-07-12,1
10110,36,Basic,578.6,México,Drama,2020-05-20,1
10111,32,Standard,886.4,Colombia,Thriller,2025-05-08,0
10112,38,Standard,715.3,Chile,Acción,2023-08-07,0
10113,30,Premium,1453.2,Perú,accion,2022-06-09,2
10114,57,Basic,44.6,Perú,Romance,2025-03-18,1
10115,36,Basic,60.2,méxico,Romance,2026-15-03,2
10116,33,Standard,1187.4,México,Thriller,2019-08-09,3
10117,29,Standard,713.9,Brasil,Documental,2020-12-20,1
10118,13,estandar,1066.3,Uruguay,Romance,2019-07-26,1
10119,43,Standard,554.9,Perú,Documental,2020-10-07,1
10120,24,Basic,151.7,Chile,Acción,2024-04-18,0
10121,13,Standard,656.4,Chile,Crime,2024-01-17,0
10122,30,Standard,709.2,México,Thriller,2020-12-12,0
10123,26,Basic,966.6,México,Crime,2024-07-22,0
10124,30,Basic,399.5,Uruguay,Acción,2022-10-21,1
10125,21,Standard,616.6,Perú,Drama,2024-07-18,1
10126,39,Basic,972.0,Uruguay,Drama,2022-06-24,2
10127,44,Standard,837.7,México,Thriller,2022-01-22,1
10128,19,Basic,638.7,Argentina,Drama,2020-06-17,1
10129,25,Standard,640.4,Argentina,Thriller,2019-07-21,1
10130,35,basico,911.5,Perú,Drama,2023-09-19,0
10131,17,Standard,238.4,Colombia,Acción,2023-07-15,0
10132,33,Standard,676.1,Chile,Drama,2019-01-08,1
10133,13,Basic,899.3,Colombia,Documental,2018-07-12,0
10134,37,Premium,1068.5,Chile,Comedia,2026-15-03,2
10135,30,Standard,1177.8,México,Romance,2019-09-19,1
10136,35,Basic,508.3,Argentina,Thriller,2025-01-14,0
10137,31,Standard,730.1,Colombia,Documental,2019-10-18,2
10138,13,Basic,261.8,Chile,Romance,2026-15-03,2
10139,37,Standard,1128.4,Argentina,Romance,2022-09-26,1
10140,28,Basic,898.3,Uruguay,Crime,2024-09-08,0
10141,26,Premium,757.2,México,Thriller,2018-09-18,2
10142,37,Standard,862.3,Argentina,Comedia,2022-04-26,0
10143,37,Standard,302.7,Perú,Drama,2022-04-13,0
10144,18,Basic,582.3,México,Acción,2024-09-06,1
10145,14,Standard,1026.6,Argentina,Acción,2023-04-02,1
10146,53,Standard,1352.6,Perú,Comedia,2023-12-08,1
10147,38,Basic,0.0,Uruguay,Acción,2020-10-26,1
10148,16,Basic,735.9,México,Thriller,03-16-2024,1
10149,22,Standard,1692.4,Colombia,Acción,2018-02-17,1
10150,27,Standard,889.0,Brasil,Documental,2025-08-18,0
10151,29,Basic,627.6,Argentina,Drama,2019-04-15,1
10152,15,Premium,1021.9,Brasil,Thriller,2025-08-24,1
10153,13,Basic,916.1,México,Drama,2024-01-09,0
10154,33,Basic,748.6,Colombia,Documental,2020-12-28,2
10155,44,Basic,696.9,Argentina,Thriller,2025/03/10,0
10156,43,Basic,592.8,Brasil,Romance,2021-10-25,0
10157,33,Premium,1368.1,Perú,Documental,2019-04-02,0
10158,17,Basic,710.3,Chile,Documental,2021-04-17,1
10159,30,Basic,593.2,Argentina,Thriller,2022-11-16,1
10160,44,Standard,940.6,Colombia,Comedia,2019/10/10,0
10161,34,Premium,1491.0,México,Documental,2023-02-02,1
10162,27,Standard,1301.0,Argentina,Thriller,2029-01-01,2
10163,52,Basic,382.7,México,Crime,2020-12-14,0
10164,21,Basic,213.7,Argentina,Drama,2023-08-13,1
10165,31,Basic,267.4,México,Comedia,2020-01-02,1
10166,37,Premium,1166.1,México,Acción,2023-09-11,1
10167,35,Standard,1007.6,Brasil,Acción,2019-03-12,0
10168,27,Basic,358.3,México,Acción,2025-01-05,2
10169,64,Standard,1000.3,méxico,Comedia,2021-05-07,1
10170,60,Standard,636.9,Argentina,Drama,2025/03/02,2
10171,16,Standard,620.9,México,Comedia,2023-09-11,1
10172,40,Standard,785.8,chile,Thriller,2024-10-30,0
10173,44,Standard,545.8,Colombia,CRIME,2020-03-25,0
10174,27,Premium,1221.6,Brasil,Acción,2019-09-19,2
10175,42,basico,1140.9,Colombia,Documental,2022-03-12,1
10176,30,Basic,50000.0,Brasil,Comedia,2019-10-24,1
10177,22,Premium,1340.2,Brasil,Comedia,2024-01-19,1
10178,36,Basic,501.2,Chile,Acción,12-13-2023,1
10179,41,Basic,0.0,Chile,Thriller,2018-01-03,0
10180,31,Basic,610.7,Perú,Comedia,2024-09-19,0
10181,29,Basic,904.4,Brasil,Crime,2021-08-20,1
10182,39,Standard,656.8,Colombia,Drama,2023-06-25,0
10183,58,Standard,613.2,Uruguay,Romance,2018-03-21,0
10184,28,Premium,757.2,México,Comedia,2019-04-04,0
10185,32,Premium,758.0,México,Crime,2022-01-26,2
10186,44,Standard,691.7,Uruguay,Acción,2021-06-13,0
10187,13,Basic,368.7,Colombia,Romance,2020-09-07,1
10188,38,Standard,1070.8,uruguay,Documental,2018-08-26,1
10189,38,Standard,996.2,Colombia,Comedia,2020-09-13,2
10190,48,Standard,1007.2,Colombia,Romance,2024-05-12,0
10191,25,Basic,1126.3,Argentina,Thriller,2018-11-19,0
10192,14,Standard,1030.7,México,Crime,2018-12-17,0
10193,57,Basic,426.8,Perú,Romance,2023-06-14,2
10194,130,Basic,820.7,Uruguay,Drama,2018-10-11,1
10195,16,Basic,521.3,Chile,Thriller,2023-12-22,0
10196,46,Basic,579.3,Brasil,Thriller,2019-05-31,0
10197,41,Premium,836.8,Chile,Romance,2019-06-10,2
10198,36,Standard,1131.7,Perú,Drama,2025-05-26,2
10199,27,Premium,1498.5,Perú,Documental,2023-05-01,2
10200,58,Standard,629.5,Chile,Acción,2024-03-01,0
10201,21,Standard,680.6,Perú,Documental,2019-11-08,0
10202,40,Standard,210.8,Uruguay,Comedia,2020-12-21,0
10203,29,Basic,98.2,Perú,Thriller,2023-12-02,0
10204,32,premiun,1310.9,Brasil,Thriller,2024-10-20,2
10205,45,Standard,757.2,Chile,Crime,2022-09-30,0
10206,52,Standard,1375.0,Perú,Comedia,2020-05-17,1
10207,18,Standard,354.4,Brasil,Romance,2024-01-18,0
10208,28,Standard,1294.3,Chile,Thriller,2025-09-26,0
10209,13,Basic,671.1,Argentina,Acción,2020-04-03,0
10210,53,Standard,2872.1,Uruguay,Comedia,2025-12-30,0
10211,18,Basic,893.4,México,Crime,2021-06-30,0
10212,54,Basic,1042.0,Perú,Comedia,2022-06-23,0
10213,32,Basic,868.6,Brasil,Comedia,2025-07-14,1
10214,60,Premium,746.8,Argentina,Acción,2025-04-15,0
10215,30,Premium,1814.6,Uruguay,Thriller,2022-03-10,2
10216,30,Basic,405.7,Argentina,Romance,2022-11-30,0
10217,36,Standard,563.7,Uruguay,Crime,2023-10-21,1
10218,34,Basic,678.0,México,Comedia,2023-01-24,0
10219,21,Basic,579.4,Uruguay,Comedia,11-05-2019,0
10220,37,Basic,341.8,Brasil,Romance,2020-10-12,0
10221,44,Premium,1308.6,Chile,Acción,2020-07-09,1
10222,36,Basic,886.2,Argentina,Acción,2018-09-20,3
10223,44,Basic,1130.9,Chile,Comedia,2021-10-16,1
10224,29,Basic,616.0,MEX,Thriller,2018-03-28,3
10225,43,Basic,424.7,Colombia,Acción,2024-08-06,1
10226,50,Standard,1357.6,México,Thriller,2024-03-18,1
10227,13,Basic,1115.9,México,Documental,2020-07-31,0
10228,49,Standard,1073.3,Brasil,Comedia,2024-08-07,4
10229,35,Basic,172.0,Uruguay,Romance,2020-06-21,0
10230,53,Standard,954.0,México,Crime,2018-01-30,1
10231,35,Basic,671.6,Uruguay,Crime,2018-10-18,1
10232,38,Standard,494.8,Colombia,Documental,2025-12-09,2
10233,37,Basic,396.6,Brasil,Thriller,2025-01-28,1
10234,27,Basic,714.3,Argentina,Comedia,2018-08-30,0
10235,32,Basic,804.8,Colombia,Drama,2020-07-26,0
10236,21,Basic,571.9,Colombia,Acción,2018-10-04,1
10237,40,Basic,921.4,Argentina,Crime,2018-05-09,2
10238,23,std,511.3,Uruguay,Thriller,2021-09-15,2
10239,31,Basic,189.2,Argentina,Documental,2018-10-18,1
10240,18,Basic,596.2,México,Thriller,2023-10-07,0
10241,18,Standard,1090.9,Argentina,Acción,2020-09-01,0
10242,42,Standard,354.1,Chile,Acción,2021-02-14,0
10243,46,Standard,4123.6,Colombia,Comedia,2025/07/03,2
10244,47,Basic,1099.0,Argentina,Documental,2023-06-12,0
10245,21,Premium,757.2,Uruguay,Comedia,2020-05-27,0
10246,17,Standard,1113.7,México,Acción,2024-01-18,0
10247,17,Basic,489.5,Uruguay,Comedia,2019-06-26,0
10248,33,Basic,586.3,Colombia,Thriller,2024-05-27,0
10249,35,Standard,970.9,Perú,Comedia,2024-06-18,0
10250,53,Basic,451.8,Uruguay,Thriller,2023-04-21,1
10251,24,Standard,1102.6,Uruguay,Acción,2020-09-22,0
10252,39,Standard,957.4,Uruguay,Acción,2023-04-22,0
10253,25,Basic,174.2,Chile,Documental,31-02-2022,0
10254,49,Basic,562.5,Chile,Thriller,2020-02-19,1
10255,38,Standard,1298.7,Uruguay,Comedia,2019-01-22,1
10256,60,Standard,1067.8,Chile,Acción,2019-02-02,1
10257,40,Basic,382.8,México,Comedia,2025-05-23,0
10258,42,Standard,888.5,Brasil,Action,2022-11-01,0
10259,21,Premium,1246.6,Colombia,Crime,2021-12-22,0
10260,24,Standard,962.5,Uruguay,Drama,2022-10-01,0
10261,36,Premium,839.8,Uruguay,Comedia,08-11-2022,0
10262,34,basico,476.2,Perú,Documental,2023-03-28,1
10263,33,Standard,376.3,Perú,Romance,2018-08-10,1
10264,26,Standard,753.2,Uruguay,Drama,2025-07-21,2
10265,15,Standard,1142.0,Uruguay,Acción,2025-04-30,0
10266,17,Basic,478.1,Uruguay,Acción,2026-15-03,3
10267,27,basico,0.0,Perú,Crime,2019-02-08,1
10268,16,Basic,608.7,Chile,Crime,2018-09-06,3
10269,35,Standard,538.6,Uruguay,Romance,2022-07-08,0
10270,42,Premium,753.7,Brasil,Thriller,2021-10-21,1
10271,37,Premium,916.2,Chile,Thriller,2019-03-24,0
10272,37,Basic,496.6,Brasil,Thriller,2020-10-15,1
10273,37,Standard,1105.8,Uruguay,Comedia,2020-02-24,1
10274,35,Standard,1401.1,Brasil,Drama,2020-02-19,2
10275,13,Standard,909.4,Uruguay,Documental,2026-15-03,3
10276,48,Premium,445.0,Chile,Acción,2023-01-12,0
10277,45,Standard,861.2,ARG,Drama,2019-07-29,0
10278,30,Standard,769.7,Colombia,Drama,2022-09-25,1
10279,26,Premium,1446.9,Colombia,Crime,2020-01-22,1
10280,40,Basic,893.2,Perú,Drama,2021-02-14,1
10281,21,Basic,0.0,Argentina,Comedia,2023-03-10,1
10282,31,Premium,1061.4,Brasil,Documental,2020-10-20,1
10283,29,Standard,1025.8,Brasil,Crime,2018-11-05,0
10284,18,Basic,624.9,Colombia,Acción,2022-12-21,2
10285,32,Standard,822.5,MEX,Comedia,2024-03-04,0
10286,48,Standard,856.8,México,Crime,2019-02-06,1
10287,40,Standard,286.6,Perú,Thriller,2018-07-27,2
10288,30,Basic,543.7,Brasil,Documental,2025-04-25,1
10289,49,Basic,414.7,Chile,Crime,2024-01-24,2
10290,48,Standard,654.9,Colombia,COMEDIA,2018-03-02,1
10291,24,Premium,1357.4,Argentina,Thriller,2019-01-18,0
10292,28,Premium,887.5,Brasil,Comedia,2020-08-26,0
10293,54,Premium,1022.1,México,Comedia,2019-11-13,0
10294,54,Basic,309.7,Colombia,Acción,2022-07-23,0
10295,27,Standard,757.2,Brasil,Comedia,2023-06-13,1
10296,53,Premium,1456.1,Perú,Thriller,2023-05-26,1
10297,47,Standard,642.2,Perú,Thriller,2020-05-25,1
10298,28,Basic,266.5,Chile,Romance,2022-07-01,0
10299,52,Premium,1351.9,Uruguay,Acción,2018-08-29,1
10300,48,Basic,736.3,Colombia,Romance,2019-11-06,150
10301,56,Basic,1043.8,Brasil,Comedia,2026-15-03,0
10302,27,Standard,1096.9,Brasil,Documental,2018/01/09,1
10303,46,Premium,1087.6,Brasil,Thriller,2022/05/19,1
10304,20,Basic,533.5,Perú,Romance,2020-12-22,1
10305,44,Basic,799.0,Uruguay,Thriller,2023-02-07,0
10306,43,Premium,757.2,Colombia,Thriller,2021-03-14,0
10307,44,Premium,928.3,Colombia,Romance,2022-09-29,1
10308,33,Basic,310.9,Uruguay,Comedia,2025-10-24,1
10309,13,Basic,832.9,Perú,Romance,2024-03-26,0
10310,0,Standard,877.9,Perú,Crime,2025-06-04,0
10311,15,Standard,680.7,Chile,Crime,2023-06-17,0
10312,20,Standard,1031.5,México,Documental,2026-15-03,2
10313,25,Premium,890.7,Perú,Drama,2020-02-17,1
10314,39,Basic,771.8,Colombia,Drama,2021-04-30,1
10315,21,Basic,0.0,Chile,Acción,2020-06-10,2
10316,55,Standard,519.0,Perú,Acción,2018-08-28,1
10317,26,Basic,294.3,Perú,Thriller,2024-06-30,1
10318,37,Premium,1069.2,Uruguay,Acción,2024-01-30,0
10319,37,Standard,839.8,Perú,Comedia,2018-09-07,0
10320,44,Standard,825.1,Uruguay,Documental,2021-07-08,0
10321,46,Basic,711.7,México,Crime,2018-08-23,1
10322,13,Standard,914.2,Uruguay,Crime,2018-07-25,2
10323,34,Basic,822.9,Uruguay,Acción,2024-07-20,1
10324,130,Basic,420.8,Brasil,Thriller,2023-05-07,1
10325,23,Premium,757.2,Brasil,Romance,2023-08-22,0
10326,22,Premium,1525.6,Chile,Romance,2023-12-16,1
10327,26,Basic,638.7,Uruguay,Comedia,2019-10-07,0
10328,37,Basic,526.0,Argentina,Thriller,2018-08-21,1
10329,37,Basic,784.3,Chile,ACCIÓN,2023-09-12,1
10330,40,Premium,881.2,Colombia,Drama,2018-11-25,0
10331,29,Standard,554.8,Chile,Documental,2020-02-01,1
10332,45,Standard,711.9,Perú,Documental,2018-10-08,1
10333,19,Standard,1230.1,Uruguay,Romance,2024-09-03,0
10334,29,Premium,1317.8,Perú,Romance,2018-10-06,0
10335,29,Basic,688.5,Brasil,Documental,2025-07-28,1
10336,38,Basic,620.4,Argentina,Documental,2020-08-21,0
10337,37,Premium,1388.9,México,Romance,2022-07-12,0
10338,15,Basic,93.0,Brasil,Acción,2019-05-07,0
10339,27,Standard,821.0,Chile,Acción,2024-05-22,0
10340,28,Premium,1390.2,Chile,Documental,2020-10-05,1
10341,44,Basic,381.4,Perú,Thriller,2024-06-29,0
10342,38,Basic,3640.0,Colombia,Drama,2024-09-01,0
10343,13,Standard,755.2,México,Drama,12-06-2018,0
10344,45,Premium,757.2,Perú,Romance,2024-12-11,0
10345,42,Basic,342.2,México,Comedia,2018-12-02,2
10346,22,Basic,626.3,Brasil,DRAMA,2022-09-14,3
10347,13,Basic,766.9,Uruguay,Acción,2025-05-16,2
10348,59,Standard,493.8,Uruguay,Drama,2024-07-18,1
10349,22,Basic,559.7,Brasil,Documental,2024-05-04,2
10350,34,Standard,1392.4,Colombia,Acción,2023-11-12,0
10351,28,Basic,0.0,México,Thriller,2021-07-19,1
10352,61,Standard,687.9,Brasil,Thriller,2020-12-04,0
10353,31,basico,552.2,Colombia,Documental,2020-04-16,1
10354,13,Basic,88.8,Chile,Documental,2025-07-06,0
10355,43,Basic,363.8,Argentina,Crime,2021-07-10,0
10356,46,Standard,856.8,México,Acción,2020-09-04,1
10357,25,Basic,65.6,Uruguay,Crime,2020-12-23,1
10358,45,Premium,976.4,Chile,Crime,2022-06-10,0
10359,28,Basic,597.0,Perú,Comedia,2019-06-21,1
10360,30,Standard,564.8,Chile,Crime,2025-07-14,0
10361,52,Basic,392.9,Chile,Comedia,2025-03-28,0
10362,36,std,991.4,Chile,Documental,2021-05-13,1
10363,42,Standard,924.6,Uruguay,Documental,2023-02-16,1
10364,20,Basic,584.7,Colombia,Thriller,2021-07-19,0
10365,66,Basic,394.6,Brasil,Acción,2018-10-25,1
10366,44,Premium,757.2,Colombia,Documental,2018-02-08,99
10367,19,Basic,844.1,Chile,Acción,2023-02-21,0
10368,40,Premium,1306.4,Perú,Drama,2024-12-19,0
10369,43,Basic,0.0,Argentina,Acción,2026-15-03,2
10370,30,Basic,161.4,Argentina,Drama,2019-02-14,1
10371,13,Basic,657.0,Perú,Romance,2018-10-28,2
10372,35,Premium,757.2,Uruguay,Acción,2024-01-12,1
10373,33,Basic,183.1,México,Documental,2020-05-23,1
10374,20,Basic,434.2,México,Crime,2023-09-04,1
10375,32,Premium,1223.3,Uruguay,Comedia,2020-12-22,2
10376,32,Basic,693.3,Colombia,Thriller,2019-06-27,2
10377,27,Premium,933.5,México,Comedia,2026-15-03,2
10378,58,Basic,577.3,México,Romance,2018-10-09,-1
10379,37,Basic,435.5,Brasil,Drama,2020-09-27,1
10380,46,Standard,647.0,Perú,Crime,2022-02-22,0
10381,39,Premium,1393.4,Perú,Documental,2021-03-13,2
10382,29,Standard,939.6,Uruguay,Drama,2019/10/09,2
10383,38,Standard,840.6,Colombia,Romance,2022-11-30,0
10384,73,Standard,451.8,Perú,Romance,2024-02-04,2
10385,40,Standard,948.2,Uruguay,Documental,2025/11/21,1
10386,32,Premium,1594.9,Uruguay,Crime,2021-05-24,0
10387,41,Standard,0.0,Perú,Romance,2024-11-10,0
10388,57,Standard,772.7,Colombia,Comedia,2025-05-02,0
10389,22,Premium,708.5,México,Acción,2023-12-07,1
10390,27,Basic,824.1,Argentina,Thriller,2018-02-02,2
10391,43,Standard,1091.4,Perú,Drama,2025-06-28,2
10392,24,Basic,542.3,Colombia,Romance,2024-03-21,0
10393,24,Premium,1051.5,Brasil,Comedia,2021-05-11,0
10394,25,Premium,1257.6,Uruguay,Acción,2025-06-10,0
10395,32,Basic,322.9,Uruguay,Comedia,2019-03-01,0
10396,43,Basic,488.0,Brasil,Romance,2019-07-05,0
10397,34,Standard,857.4,Brasil,Documental,2020-12-19,1
10398,34,Basic,871.2,Chile,Thriller,2019-04-18,1
10399,20,Standard,1100.3,Uruguay,Crime,2019-03-15,1
10400,20,Standard,870.9,Chile,Thriller,2024-03-16,1
10401,38,Basic,246.8,Uruguay,Drama,2019-09-29,0
10402,34,Basic,547.0,Colombia,Acción,2021-01-20,2
10403,39,Basic,494.4,Uruguay,Documental,2021-02-28,1
10404,46,Standard,910.7,Chile,Romance,2024-10-13,1
10405,41,Standard,795.7,Argentina,Comedia,2020-05-12,0
10406,42,Premium,1185.5,Perú,Comedia,2021-11-05,0
10407,40,Basic,434.8,uruguay,Documental,2020-04-13,2
10408,36,Standard,758.9,Chile,Drama,2025-09-16,0
10409,34,Basic,742.4,Perú,Comedia,2025-02-10,2
10410,30,Standard,954.8,Uruguay,Romance,2020-12-17,1
10411,38,Standard,1051.5,Uruguay,Crime,2023-09-02,1
10412,42,Basic,497.4,México,Thriller,2023-06-25,1
10413,29,Standard,1478.7,Brasil,Thriller,2020/10/25,0
10414,46,Standard,1015.5,Brasil,Thriller,2018-07-28,0
10415,21,Premium,1402.3,Chile,Acción,2026-15-03,2
10416,23,Premium,757.2,Uruguay,Crime,2025-02-11,1
10417,58,Basic,619.2,Uruguay,ROMANCE,2022/10/01,0
10418,24,Basic,593.4,Argentina,Comedia,2021-02-07,0
10419,13,Basic,318.0,Perú,Comedia,2018-06-30,0
10420,45,Standard,1464.1,Brasil,Thriller,2018-01-15,2
10421,49,Standard,907.5,Brasil,Acción,2021-09-28,0
10422,37,Premium,1331.2,Chile,Thriller,2019-06-20,1
10423,44,Premium,1717.3,Perú,Crime,2025-02-22,1
10424,44,Standard,1484.1,Argentina,Documental,2020-12-08,2
10425,28,Basic,826.7,Brasil,Crime,2019-10-24,2
10426,150,Premium,1315.6,colombia,ACCIÓN,2022-12-15,1
10427,30,Basic,598.6,Brasil,Comedia,2024-03-09,1
10428,14,Standard,909.1,Brasil,Acción,2025-11-30,0
10429,44,std,652.4,Chile,Acción,2022-10-18,0
10430,16,Basic,99999.0,Argentina,Drama,2026-15-03,3
10431,14,Basic,697.9,México,Romance,2018-02-09,0
10432,35,Basic,563.2,México,Crime,2019-04-04,3
10433,32,Standard,452.1,Perú,Acción,2018-11-05,1
10434,36,Standard,465.0,Colombia,Thriller,2025-10-01,0
10435,18,Basic,743.4,Chile,Romance,2019-09-03,1
10436,28,Standard,828.8,Brasil,Crime,2024-02-13,0
10437,24,Premium,648.8,México,Drama,2018-05-28,0
10438,26,Basic,972.8,Brasil,Acción,2026-15-03,3
10439,25,Standard,1103.0,México,Comedia,2024-07-13,1
10440,34,Basic,244.7,Argentina,Crime,2024-03-13,0
10441,36,Basic,489.4,Brasil,Thriller,2019-08-30,1
10442,-5,Standard,1693.0,México,Crime,2022-10-27,0
10443,31,Standard,-120.0,Chile,Thriller,2019-06-07,1
10444,18,Basic,666.4,Perú,Acción,2018-06-21,0
10445,34,basico,777.1,México,Romance,2021-06-16,0
10446,46,estandar,1087.0,México,Comedia,2022-02-02,2
